SRX003935	SRX003921	SRX003924	SRX003923	SRX003925	SRX003932	SRX003920	SRX003922	SRX001291	SRX001364	SRX001365	SRX001366	SRX001367	SRX001368	SRX003931	SRX003929	SRX003928	SRX003934	SRX003926	SRX003927	SRX003930	SRX003933
-1.2938420068635033	1.9585392869732012	2.469204851737984	2.3324157337931526	0.9419082300734011	2.282182884061626	1.3579004220309865	2.436168010974271	-0.06960117162892256	-3.557518440461199	-0.5793522011153968	-3.557518440461199	-0.7630863408875765	-3.557518440461199	1.3887955572156176	1.5677169952159637	5.13691580785259	0.13503228507021692	-0.3128344465927869	3.1601933189761033	0.7998581782231551	2.5482066715715486
3.0282465503317932	2.071589348759466	4.203592504798753	3.0234675924730827	2.633519488370091	0.7467430524611459	1.3579004220309865	-1.0153454789380703	2.4040146861599405	1.0906062700254684	0.6283162922071511	2.2437207490084616	1.515302497751538	1.733372599234509	1.2247079196149213	2.041285026402332	2.693070861651009	2.134537787745349	2.5474330362440685	3.498341666866936	2.0789255057994858	2.21274542774926
4.397485535903862	2.60984226651534	2.469204851737984	3.0234675924730827	3.211884817833547	1.3071567006684692	2.5527129523638994	2.541465095265271	3.3923923773826625	2.8562663701268267	2.827188887450086	3.230726478608953	2.7313663583419583	2.9846249966132405	1.7920869907889287	2.2302041505938233	3.0672032671375	2.681973520836753	2.5474330362440685	2.717710108147391	3.324941790888667	2.5482066715715486
3.425138733954451	2.071589348759466	4.957207508481664	4.7718030484856255	3.1132934463280826	5.134730234271211	4.01731063559009	4.576035194262377	2.981239393542484	1.656261042193101	2.1594394316807146	2.2437207490084616	0.8875145018297897	1.330567001929546	4.386624642581105	4.908375253337986	5.763717394862458	4.291951149902318	3.4445087686709908	6.074239928655225	3.064350870339506	4.2047002135708835
6.775552243827855	6.414600174409807	6.646908116872287	6.292436789171356	5.542268049461451	5.259970440162838	4.918204307265194	4.576035194262377	4.707301877936765	5.1645935399710945	5.216839720709263	5.184461754093928	5.546361985787487	5.352486548482922	4.6356706403014245	4.53108718558906	4.52731790324759	5.396846386560474	4.956535262572958	5.99633844393095	4.861204448903013	5.406190089195822
2.5601445704861097	-1.3156439283890762	-3.557518440461199	3.1794491074247513	3.550134928721112	4.898313717383617	7.130337829538203	4.179119472861052	4.386545922508908	4.03936169724702	3.960668461529247	4.0992501964519	4.285440003434512	3.8202201462336838	4.265150907762826	6.292876019343718	5.056196710975158	4.450774590024099	6.593677262953499	3.252445782626941	5.89967832024603	4.080851393174688
5.255147004815699	4.230884343617092	3.90258065933238	3.1794491074247513	4.487007867573057	4.832617769137456	3.061007311788381	5.038568857387851	3.50697168087953	2.8562663701268267	3.93333906333562	3.4512529844195035	4.0640944694682375	3.6752918240204493	5.817332199886036	4.566581825476408	3.0672032671375	4.578621737890293	3.2397884265105708	3.252445782626941	3.9833947842555775	4.578933159331102
-1.2938420068635033	4.10373290776991	-3.557518440461199	-1.3422489060571265	-3.557518440461199	0.9586656446742567	1.7609365419433047	-0.14482999313070596	3.8914564968242757	4.359798577453766	4.208778182866652	4.869510123357535	5.1243977073634	4.670488138956179	2.365207006689218	0.30649700516055445	-3.557518440461199	2.9886132582402807	2.357779208060715	-0.5665323921532189	1.1076403627439433	3.4199534553196465
9.781471666117206	4.789083012441824	4.945651343948729	4.268447479555403	6.5783936855182095	5.269932475047945	4.315451406694295	5.37407687517393	3.3923923773826625	3.365754210224575	3.520972591748658	3.811331416485991	3.1957171001151083	3.612982289849477	3.9864078990939555	3.856191676837318	4.265345844365736	4.5000543811448575	4.17696523212558	4.6021362054202655	2.7460802611366155	3.33575823561499
4.833028956040819	4.853739331622376	5.120283559045306	6.359220971209696	5.840742767837274	5.548895529216815	5.621630130901302	5.715242025064223	5.79791731946568	5.988018318100688	5.789316218023972	6.0472871691184436	5.728913865756591	5.371430446960329	5.583250369029734	5.356590343850337	5.7805649888522685	5.986613713385173	6.127984771985841	5.826653353921589	5.035221812053402	5.5439000571377175
8.144512062036338	8.095365570317243	9.212284642971278	7.837845304420855	6.113658269218715	7.765127153455388	7.89976036122478	7.317302621387224	7.072748088587686	7.021518277844854	7.331525927754883	6.85867417154197	7.142506666241883	7.142614139932442	8.102484585013714	8.187263522803194	8.114062962214597	8.499014689360523	7.532605293363526	8.699256654743381	7.823637407333435	7.680653133652781
-3.557518440461199	-3.557518440461199	-3.557518440461199	-3.557518440461199	-0.5208142856846135	4.025127279067752	1.1043957519424716	1.9156810193155767	1.4269821328160137	1.0906062700254684	2.5676035108968103	2.9703003068151648	3.27301556708562	2.8826777733627305	1.0395334847791444	-3.557518440461199	-3.557518440461199	1.6436182691015198	1.1669134043957619	-0.5665323921532189	0.7998581782231551	2.6906000349497567
7.403438861256953	4.885012365597981	6.994059482537351	8.391723272712895	7.2783401596194155	3.308716869161323	8.093276711989802	5.560995709952545	7.685051970063547	7.398938585469057	7.872837733929649	7.393601451972111	7.667594958323321	7.587450221497682	4.889686253103334	4.53108718558906	2.3758719666139183	4.563246836595305	7.378804269895281	6.544624140816545	5.637054347964945	4.285473516259179
5.855225929175483	-0.47682239091930806	1.4911652639690505	7.889596453760865	-3.557518440461199	6.116517243925667	2.5527129523638994	4.333707311831555	-0.06960117162892256	-3.557518440461199	0.8780780469276025	-1.3400165294190556	-0.7630863408875765	0.9818504167653541	5.129003555758377	5.729722378621252	6.938031555701719	5.260500571538189	3.783174216687488	5.826653353921589	8.16483796941329	4.860828300016621
9.159039916816852	7.891038919439284	7.960945020872541	8.428472644499992	10.50368137613289	7.37067306329639	8.273539442690275	6.7364252308913946	9.386483319877359	9.424385929106958	8.948765402992457	9.034618121631492	8.583480033858223	8.831592792988955	9.71109106024641	7.062747342051134	8.56913791243444	8.885660998041562	8.592725421395786	9.082106657008639	9.318478377346638	8.464398629897081
4.659550605681228	3.397767788394967	4.66473772687944	2.4996349559522075	3.550134928721112	3.5889165104496548	7.386831929811217	3.36867567520289	6.894775352012565	7.172291297267067	6.557075230638169	7.141314476093322	7.15787269860022	6.517559076618616	3.852236045025729	3.4629324469380878	-0.46767541463540857	4.273174426995772	6.7369214206387955	3.6416985408586027	3.324941790888667	3.7313751470985146
4.157534151651892	5.227617763882452	5.847583862742719	3.566188715986176	4.819616336079703	4.872393212443176	3.8204836232557327	4.3040865640320956	3.71198473264924	3.626806135616777	3.097227448348681	3.132122858617055	3.310165212726068	4.00139390975568	4.222275281932073	5.563993993202612	3.9450098045833784	5.231613992037393	4.33973796637398	6.285496027807233	4.798199380023711	3.3784699590766074
0.07549532891469876	-3.557518440461199	0.6525699414131522	0.7068990653592835	0.004322514296279549	10.789735360994648	5.597219628717528	11.606058976601796	3.3923923773826625	3.626806135616777	3.192518695901091	3.779108295626757	3.8283628139967307	3.2118284577937883	11.468977370246241	10.642718004531282	5.544521703060978	8.544744664831114	4.956535262572958	4.9160199591518685	11.339232635712504	9.94018833774844
2.301259511852266	0.7389802833087737	1.8297178639798504	3.2747915620625436	2.9514929017174665	0.49823992108389487	3.4361266827259116	1.0934346156237842	2.813252734640668	3.2150712585635794	3.725999536539353	4.12511773503185	4.5095986417860505	4.287293779073766	1.2247079196149213	-3.557518440461199	-3.557518440461199	1.8603973296203218	3.0011368075530367	2.717710108147391	-1.0030825838363848	3.6810785253957934
6.381989129609497	5.943605846656449	6.977130973331935	6.640025060657713	6.847362052410474	5.581258841200733	6.9151616929871516	6.372598825963647	6.996345562976556	7.098873513203058	6.583686552621038	6.721276225500373	6.228310537662625	6.57588894287004	6.367542970395503	9.030632307663799	8.137139555297976	5.7490962212376076	7.08946125003465	7.311764030249419	7.036971801811499	5.9429476255153135
4.306236260098836	-1.3156439283890762	-0.7843558608203897	2.848554086338178	2.3165195495656223	-3.557518440461199	6.288132750260771	2.541465095265271	-3.557518440461199	0.14702585783630762	-3.557518440461199	-3.557518440461199	-1.56881956558598	-1.4943416807070895	-1.4483031363668342	-3.557518440461199	-3.557518440461199	1.8603973296203218	5.053575074234142	-3.557518440461199	6.17234289888291	7.051589766061492
4.799962065534879	5.29901277684218	4.957207508481664	5.299678059513909	5.703453032335931	5.438400799731143	6.769838930126928	4.964764481492193	5.885250598510526	5.734632938218208	5.484982866678914	5.45307472667026	4.675371038717559	5.352486548482922	4.386624642581105	6.124470140991429	6.199228052390696	4.830563421800333	6.458450195170739	6.317882597522973	6.033352191999204	5.390624641896181
6.409652931411342	5.629580106545942	6.87421462553109	4.9266235098426305	5.677808630505952	5.209101534205721	5.235372563661621	4.694926346548351	4.555819852936819	4.1263861059249365	4.478291841564396	4.018742596026777	4.148564703262753	4.639565841527778	5.608443339404683	6.744151813785416	6.081800040772426	4.68188891573649	4.618777577280693	6.009617656794223	5.9680629078526	4.751338528505598
7.716388390642247	7.753779541958989	8.505479968723325	7.919410096966568	7.387837523933091	8.018054238140554	6.3478784701156075	7.350283523367251	7.577714443704618	7.5561033552295465	8.001767634222675	7.881098977055912	7.949489860370928	7.964879634277408	8.297104439981599	6.6807778054741	5.968737100306763	8.026393013224475	6.582880047089494	7.798501422749774	7.6911884179946535	8.300544961340945
6.719183534357388	5.263756868178109	-1.587392159692368	6.751959884034958	6.972165052872155	-3.557518440461199	-3.557518440461199	3.1193946962859145	4.608101198561323	4.359798577453766	5.135237813624614	4.22418518873707	4.8868683407078795	4.99756335548637	0.5777560268409723	-3.557518440461199	1.3992881866826354	-1.5639249572453784	1.8818829147104477	2.432336893613829	-3.557518440461199	0.8102364544484097
