Gene1.exp	Gene2.exp
8.19888391205462	0.781166939210422
9.15739021254924	9.5427917531954
9.3270598681576	10.4520095043446
9.49908571953228	0.968360303491325
9.32461999657177	1.66125600660585
19.7492635817534	17.7723632414439
14.3898383989510	8.57234253339412
10.7377033721944	-0.0735876793174124
10.9345746406572	1.53223879333491
9.58155120799194	11.0128254250541
11.7518507194522	0.191602421948636
13.9734006805180	16.4781368523854
9.81745925135334	9.0948566513434
14.5398561656409	3.87255090287746
10.2442794948096	0.681637019490081
10.2945621383395	0.0875015900617435
9.43024562595595	11.2807798430139
16.9791584767176	13.9575730519895
10.2656180188473	10.0671852165513
9.19226349280532	10.8498503424646
8.98144689202571	10.9504742325941
11.4671846396570	9.08399650621602
15.4585776454052	5.56165612442168
10.6665843087161	9.50545009903657
16.6994221409635	11.4874722192639
17.0491107190865	16.2978118751047
10.0353664708213	11.3255196116899
9.00911277808854	0.675863030036445
11.2785046391437	0.166602279177578
12.1499117773895	14.4468881208755
13.6170378462224	7.04043826576914
8.3758038982441	-0.109804880183262
14.7627519447886	7.73346766494006
10.7795685938657	1.09525369795895
10.3574679405105	2.10169844577370
13.5964707526690	14.3506407485950
10.9131295172825	0.955074035818254
10.1519011287548	0.948497080196343
9.6720381863271	9.06582908985818
10.1110921025557	1.58552419922755
15.0842400766352	6.05404652038024
18.242087763109	15.4190763576569
8.28518235196839	0.452851564467972
9.78889236526112	-1.31325127834166
14.3572533171859	14.7163331197109
14.4155073090514	3.457962444724
9.1868349227707	9.6606851576608
10.3613955221692	1.89489613648697
12.1533952852047	0.985227680200148
9.53424619769143	9.4477613821029
14.8398544916899	15.7746985995604
14.8250102983993	6.46835616562232
9.64843021589718	2.95061356296418
11.3661768210199	9.02815287001872
20.5409028797657	12.0529808262346
8.94054214725222	8.58705215701262
11.9505042722115	1.28625243501702
14.6607762640419	1.68492477918453
10.5120282780369	1.11219372029820
13.9980020162610	4.05274293216807
10.4624113962587	10.2257230395044
9.35548341641807	9.51460314651344
13.3694458516986	15.1900240690853
9.8026561373657	9.77538855942036
11.0748596446036	2.97707692107276
9.1154565342061	10.3168003496586
7.5756262480683	10.9066433042899
11.4783797198093	0.694157815407254
18.2118224990694	16.0335621413219
14.6705041340444	15.9648443375175
8.74795591360983	1.9758985638634
10.0397046738981	11.0557658237488
11.5462785814241	10.0146946908126
9.25400485782718	2.20665693209588
17.2660368386593	13.7907047125305
11.6445825274701	18.8433246126177
15.8881547684361	13.4862384861137
11.0791583307223	0.533149557219953
11.0846605733186	10.1606944386272
11.1308691874219	9.5761078253083
13.0628235696582	20.6483937167768
16.2290164536944	23.5136833159621
8.72773603499074	7.86716529016372
12.8838109387630	0.328928413435620
8.34327716545036	0.915726268814881
8.95400822933507	1.05901795410238
9.6785212993193	10.6301398811612
17.3211197961818	15.5830276856397
11.5149279196227	10.9270931451359
10.3471156046445	1.77845757064724
10.3088785413626	8.98737377885332
9.2463300294831	1.61399367659573
10.7354284914474	1.07467737192117
9.27100450774735	10.2180785836851
