UniqueCount	AmbigCount
0	0
0	0
0	0
0	17
0	19
0	19
0	16
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
38	31
0	0
2	30
0	219
0	136
0	555
12	634
0	58
0	332
15	92
1	32
0	177
0	582
0	102
0	2914
5	626
0	156
0	71
0	23
0	209
0	80
0	66
0	81
0	136
384	2889
2	2835
20	185
0	166
312	180
24	5
18	0
46	1
8	0
236	0
9	0
70	1
0	167
16	152
1	147
0	51
0	57
0	33
0	23
52	6
6	0
332	204
0	203
0	0
0	0
513	2
61	1
173	1
56	0
14	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
48	6
18	18
0	296
0	302
0	1271
0	1256
0	1992
0	1928
0	2033
0	338
218	0
22	0
1	12
0	1319
0	2139
0	2046
0	337
0	36
0	1269
0	1939
0	766
765	285
0	1634
0	535
0	966
0	1622
0	615
0	60
15	132
6	24
0	41
0	255
51	26
0	576
60	1
0	0
0	53
0	54
0	54
0	54
0	54
0	54
0	54
0	54
0	54
0	54
0	54
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	54
0	53
0	0
0	0
0	1
0	1
0	0
103	158
175	1394
494	71
1	1386
0	216
14	0
0	76
0	0
63	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	34
0	1
0	0
0	0
0	13
0	0
723	1
0	19
0	19
0	18
4	0
19	0
0	1
3	5381
0	3950
0	6
0	10
0	7
11	0
0	4
0	154
0	160
0	173
0	167
0	168
0	174
0	49
0	34
0	27
0	2
0	7
1226	163
0	541
0	541
0	32
0	1094
0	1230
31	1218
0	842
0	9
0	9
73	118
0	0
1	1218
5	1216
0	978
805	88
237	18
18	0
29	0
16	0
34	15
0	78
0	489
0	488
0	550
0	550
0	548
0	545
0	489
0	491
0	491
0	548
0	4
0	489
0	491
0	6
0	51
0	1
46	12
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
868	473
114	20
121	460
0	98
0	370
60	0
0	128
0	595
0	554
0	576
0	584
34	37
0	79
2	83
0	97
0	97
0	159
0	553
0	82
0	17
1	14
0	153
3	463
0	32
259	1
310	2
28	69
0	21
0	293
17	5
0	24
0	144
0	5
2	26
1	1236
0	3235
7	74
1	86
0	2131
0	36
620	147
0	9
1	1994
1027	735
1016	187
48	0
0	1
0	1
77	301
3	6
0	0
0	0
0	0
0	0
5	300
0	0
0	56
0	0
0	0
11	1
0	56
0	56
0	0
0	0
0	0
0	0
0	4
29	1111
5	0
0	7
0	7
0	7
0	7
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
